beneficiary_id,ration_card_id,head_of_household,household_size,scheme_type,entitlement_kg,rice_entitlement_kg,wheat_entitlement_kg,current_fps_id,district,taluk,latitude,longitude,registered_mobile,status,created_at
BEN-005993,RC2024105992,Tanveer Sodhi,4,PHH,20,12,8,FPS-0340,TUMAKURU,TUM-Taluk-2,13.636062,76.755915,9000074024,ACTIVE,2022-06-02
BEN-005994,RC2025105993,Ekantika Sandhu,3,PHH,15,8,7,FPS-0569,BENGALURU_URBAN,BEN-Taluk-4,12.853659,77.735367,9000075021,MIGRATED,2023-03-05
BEN-005995,RC2023105994,Manthan Tailor,3,PHH,15,10,5,FPS-0381,SHIVAMOGGA,SHI-Taluk-4,14.058577,75.543824,9000076018,MIGRATED,2023-01-12
BEN-005996,RC2024105995,Brijesh Kurian,2,PHH,10,6,4,FPS-0245,MYSURU,MYS-Taluk-1,12.199105,76.288235,9000077015,ACTIVE,2022-12-10
BEN-005997,RC2025105996,Urvi Chadha,3,PHH,15,9,6,FPS-0121,TUMAKURU,TUM-Taluk-1,13.486311,76.944342,9000078012,ACTIVE,2023-11-03
BEN-005998,RC2023105997,Gayathri Raval,2,PHH,10,6,4,FPS-0576,BENGALURU_URBAN,BEN-Taluk-3,13.385639,77.876831,9000079009,ACTIVE,2022-02-19
BEN-005999,RC2024105998,Amruta Mammen,5,AAY,35,20,15,FPS-0429,MANDYA,MAN-Taluk-3,12.513746,76.762784,9000080006,ACTIVE,2022-08-08
BEN-006000,RC2025105999,Nidra Kumer,3,PHH,15,9,6,FPS-0521,TUMAKURU,TUM-Taluk-2,13.632814,76.643844,9000081003,MIGRATED,2022-04-05
BEN-006001,RC2023106000,Mitesh Kalla,5,PHH,25,14,11,FPS-0277,MYSURU,MYS-Taluk-4,12.249423,76.616203,9000082000,ACTIVE,2023-09-26
BEN-006002,RC2024106001,Bimala Sood,2,PHH,10,6,4,FPS-0062,SHIVAMOGGA,SHI-Taluk-2,13.685417,75.79359,9000082997,ACTIVE,2022-09-27
BEN-006003,RC2025106002,Adweta Pall,5,PHH,25,16,9,FPS-0432,BENGALURU_URBAN,BEN-Taluk-2,12.646946,77.342889,9000083994,ACTIVE,2023-08-18
BEN-006004,RC2023106003,Ayaan Master,5,PHH,25,16,9,FPS-0087,SHIVAMOGGA,SHI-Taluk-4,13.687153,75.444823,9000084991,ACTIVE,2023-11-11
BEN-006005,RC2024106004,Rajata Apte,3,AAY,35,21,14,FPS-0385,MANDYA,MAN-Taluk-2,12.915985,76.971908,9000085988,ACTIVE,2022-11-07
BEN-006006,RC2025106005,Wahab Nori,4,PHH,20,12,8,FPS-0228,TUMAKURU,TUM-Taluk-2,13.457483,76.947249,9000086985,ACTIVE,2022-08-01
BEN-006007,RC2023106006,Noah Jaggi,5,PHH,25,14,11,FPS-0461,HASSAN,HAS-Taluk-1,12.645336,76.177786,9000087982,MIGRATED,2022-07-11
BEN-006008,RC2024106007,Advay Sawhney,5,PHH,25,16,9,FPS-0097,MANDYA,MAN-Taluk-4,12.482635,76.723725,9000088979,ACTIVE,2023-02-23
BEN-006009,RC2025106008,Anmol Dewan,3,PHH,15,9,6,FPS-0379,MANDYA,MAN-Taluk-2,12.363175,76.752708,9000089976,MIGRATED,2023-05-30
BEN-006010,RC2023106009,Wishi Balan,3,AAY,35,21,14,FPS-0315,TUMAKURU,TUM-Taluk-3,13.453021,76.973224,9000050973,ACTIVE,2024-02-22
BEN-006011,RC2024106010,Jagvi Banerjee,2,PHH,10,6,4,FPS-0296,TUMAKURU,TUM-Taluk-4,13.549299,76.68907,9000051970,MIGRATED,2022-03-26
BEN-006012,RC2025106011,Yochana Shankar,6,PHH,30,17,13,FPS-0184,TUMAKURU,TUM-Taluk-3,13.456108,76.847895,9000052967,MIGRATED,2023-08-17
BEN-006013,RC2023106012,Qabil Dasgupta,2,PHH,10,6,4,FPS-0236,HASSAN,HAS-Taluk-3,12.682482,76.206887,9000053964,ACTIVE,2022-11-05
BEN-006014,RC2024106013,Tara Yadav,4,PHH,20,12,8,FPS-0381,SHIVAMOGGA,SHI-Taluk-4,14.125068,75.612944,9000054961,ACTIVE,2023-09-19
BEN-006015,RC2025106014,Tarak Raju,4,PHH,20,11,9,FPS-0186,HASSAN,HAS-Taluk-4,12.777305,76.240384,9000055958,MIGRATED,2024-05-23
BEN-006016,RC2023106015,Sathvik Bobal,5,AAY,35,21,14,FPS-0089,MYSURU,MYS-Taluk-2,12.315084,76.88781,9000056955,ACTIVE,2022-10-15
BEN-006017,RC2024106016,Saumya Som,4,AAY,35,21,14,FPS-0052,MYSURU,MYS-Taluk-4,11.948681,76.589807,9000057952,ACTIVE,2022-11-13
BEN-006018,RC2025106017,Eshana Bahl,7,AAY,35,21,14,FPS-0451,BENGALURU_URBAN,BEN-Taluk-1,13.156382,77.622578,9000058949,ACTIVE,2024-01-31
BEN-006019,RC2023106018,Kashvi Agate,1,PHH,5,3,2,FPS-0429,MANDYA,MAN-Taluk-3,12.488536,76.757097,9000059946,MIGRATED,2024-01-21
BEN-006020,RC2024106019,Nitara Sarin,4,PHH,20,12,8,FPS-0574,SHIVAMOGGA,SHI-Taluk-3,13.604543,75.795001,9000060943,ACTIVE,2023-08-18
BEN-006021,RC2025106020,Megha Sura,1,PHH,5,3,2,FPS-0085,MANDYA,MAN-Taluk-4,12.655949,77.067919,9000061940,ACTIVE,2023-03-10
BEN-006022,RC2023106021,Sachi Kamdar,2,PHH,10,6,4,FPS-0130,HASSAN,HAS-Taluk-2,13.403939,76.306078,9000062937,ACTIVE,2023-07-29
BEN-006023,RC2024106022,Bhavya Pall,4,PHH,20,12,8,FPS-0554,MANDYA,MAN-Taluk-1,12.56412,76.865492,9000063934,ACTIVE,2022-02-14
BEN-006024,RC2025106023,Elijah Shah,6,PHH,30,18,12,FPS-0331,SHIVAMOGGA,SHI-Taluk-4,13.910563,75.56524,9000064931,ACTIVE,2022-08-30
BEN-006025,RC2023106024,Zilmil Mangat,1,PHH,5,3,2,FPS-0413,BENGALURU_URBAN,BEN-Taluk-3,12.626251,77.636117,9000065928,ACTIVE,2024-02-24
BEN-006026,RC2024106025,Hiral Rattan,2,PHH,10,6,4,FPS-0455,HASSAN,HAS-Taluk-2,13.260618,76.120595,9000066925,ACTIVE,2022-12-05
BEN-006027,RC2025106026,Patrick Buch,4,PHH,20,12,8,FPS-0023,HASSAN,HAS-Taluk-2,12.732873,76.157031,9000067922,ACTIVE,2024-01-12
BEN-006028,RC2023106027,Sudiksha Prabhakar,2,PHH,10,6,4,FPS-0233,MYSURU,MYS-Taluk-3,12.707864,76.417838,9000068919,ACTIVE,2024-03-18
BEN-006029,RC2024106028,Neha Mital,4,AAY,35,20,15,FPS-0555,HASSAN,HAS-Taluk-4,13.205955,76.329675,9000069916,ACTIVE,2022-12-04
BEN-006030,RC2025106029,Libni Tella,3,PHH,15,9,6,FPS-0563,BENGALURU_URBAN,BEN-Taluk-3,12.712223,77.687991,9000070913,MIGRATED,2024-02-22
BEN-006031,RC2023106030,Hemal Kaur,4,PHH,20,11,9,FPS-0316,MANDYA,MAN-Taluk-2,12.359207,76.572294,9000071910,ACTIVE,2022-08-19
BEN-006032,RC2024106031,Hredhaan Ramakrishnan,4,PHH,20,11,9,FPS-0159,TUMAKURU,TUM-Taluk-3,13.602961,76.841432,9000072907,MIGRATED,2023-01-22
BEN-006033,RC2025106032,Chaaya Mandal,3,AAY,35,21,14,FPS-0006,SHIVAMOGGA,SHI-Taluk-4,13.830084,75.55454,9000073904,ACTIVE,2023-06-11
BEN-006034,RC2023106033,Yatin Saha,5,AAY,35,20,15,FPS-0033,MYSURU,MYS-Taluk-1,12.662484,76.487431,9000074901,ACTIVE,2023-05-05
BEN-006035,RC2024106034,Yuvraj Mitter,3,PHH,15,9,6,FPS-0198,HASSAN,HAS-Taluk-3,12.735894,76.039585,9000075898,MIGRATED,2024-01-20
BEN-006036,RC2025106035,Pavani Kari,7,AAY,35,21,14,FPS-0347,MANDYA,MAN-Taluk-1,12.568763,76.54053,9000076895,ACTIVE,2024-05-19
BEN-006037,RC2023106036,Urishilla Kapadia,5,PHH,25,15,10,FPS-0033,MYSURU,MYS-Taluk-1,12.674165,76.520348,9000077892,ACTIVE,2023-08-04
BEN-006038,RC2024106037,Anay Dixit,3,PHH,15,9,6,FPS-0555,HASSAN,HAS-Taluk-4,13.178581,76.347673,9000078889,ACTIVE,2022-01-09
BEN-006039,RC2025106038,Thomas Madan,2,PHH,10,6,4,FPS-0047,MANDYA,MAN-Taluk-1,12.248827,76.54851,9000079886,MIGRATED,2023-07-26
BEN-006040,RC2023106039,Manan Agarwal,5,AAY,35,21,14,FPS-0088,BENGALURU_URBAN,BEN-Taluk-4,12.609372,77.478043,9000080883,ACTIVE,2024-03-02
BEN-006041,RC2024106040,Andrew Cherian,3,PHH,15,8,7,FPS-0142,HASSAN,HAS-Taluk-1,13.244301,75.823461,9000081880,ACTIVE,2024-04-16
BEN-006042,RC2025106041,Jeremiah Nori,3,PHH,15,8,7,FPS-0313,BENGALURU_URBAN,BEN-Taluk-1,12.870861,77.41758,9000082877,ACTIVE,2023-06-27
BEN-006043,RC2023106042,Darpan Sawhney,3,PHH,15,10,5,FPS-0568,SHIVAMOGGA,SHI-Taluk-4,13.82148,75.618926,9000083874,MIGRATED,2022-04-13
BEN-006044,RC2024106043,Caleb Ramesh,1,PHH,5,3,2,FPS-0535,MANDYA,MAN-Taluk-1,12.874996,77.156408,9000084871,ACTIVE,2024-05-23
BEN-006045,RC2025106044,Shivani Ravel,3,PHH,15,9,6,FPS-0103,TUMAKURU,TUM-Taluk-3,13.158072,77.029647,9000085868,MIGRATED,2022-03-20
BEN-006046,RC2023106045,Dipta Koshy,5,PHH,25,15,10,FPS-0486,HASSAN,HAS-Taluk-3,12.729847,76.205726,9000086865,ACTIVE,2023-08-29
BEN-006047,RC2024106046,Qabil Thakkar,2,PHH,10,6,4,FPS-0139,MYSURU,MYS-Taluk-2,12.293486,76.818982,9000087862,ACTIVE,2023-09-18
BEN-006048,RC2025106047,Qabil Krish,3,PHH,15,8,7,FPS-0084,TUMAKURU,TUM-Taluk-4,13.702321,77.050532,9000088859,ACTIVE,2022-08-12
BEN-006049,RC2023106048,Chakrika Halder,2,PHH,10,6,4,FPS-0247,MANDYA,MAN-Taluk-1,12.267,76.468665,9000089856,ACTIVE,2022-02-27
BEN-006050,RC2024106049,Jonathan Solanki,2,PHH,10,6,4,FPS-0239,MYSURU,MYS-Taluk-2,12.271654,76.9888,9000050853,ACTIVE,2022-05-19
BEN-006051,RC2025106050,Reyansh Nagarajan,2,PHH,10,6,4,FPS-0289,MYSURU,MYS-Taluk-4,12.312067,76.843811,9000051850,ACTIVE,2023-11-30
BEN-006052,RC2023106051,Vansha Buch,4,PHH,20,12,8,FPS-0433,MYSURU,MYS-Taluk-2,12.450803,76.451604,9000052847,ACTIVE,2023-08-16
BEN-006053,RC2024106052,Isaiah Roy,6,PHH,30,18,12,FPS-0325,BENGALURU_URBAN,BEN-Taluk-3,13.216091,77.6086,9000053844,ACTIVE,2022-09-12
BEN-006054,RC2025106053,Bahadurjit Cherian,3,AAY,35,22,13,FPS-0295,MYSURU,MYS-Taluk-2,12.468188,76.516862,9000054841,MIGRATED,2023-10-22
BEN-006055,RC2023106054,Robert Palla,3,PHH,15,9,6,FPS-0036,HASSAN,HAS-Taluk-1,12.691259,76.149803,9000055838,ACTIVE,2023-01-23
BEN-006056,RC2024106055,Aachal Sharma,4,PHH,20,11,9,FPS-0205,HASSAN,HAS-Taluk-1,13.214142,76.075318,9000056835,ACTIVE,2022-01-30
BEN-006057,RC2025106056,Panini Kothari,1,PHH,5,3,2,FPS-0494,BENGALURU_URBAN,BEN-Taluk-2,12.934633,77.87346,9000057832,ACTIVE,2023-11-29
BEN-006058,RC2023106057,Janani Chhabra,2,PHH,10,6,4,FPS-0240,TUMAKURU,TUM-Taluk-3,13.407217,76.809613,9000058829,ACTIVE,2024-04-29
BEN-006059,RC2024106058,Xiti Anne,3,PHH,15,8,7,FPS-0460,MANDYA,MAN-Taluk-2,12.888261,77.19023,9000059826,ACTIVE,2023-01-20
BEN-006060,RC2025106059,Nidra Nayak,3,AAY,35,20,15,FPS-0418,SHIVAMOGGA,SHI-Taluk-3,13.543861,75.872757,9000060823,ACTIVE,2023-07-08
BEN-006061,RC2023106060,Udant Krishna,4,PHH,20,11,9,FPS-0037,SHIVAMOGGA,SHI-Taluk-1,13.713097,75.844724,9000061820,ACTIVE,2022-07-02
BEN-006062,RC2024106061,Widisha Ben,4,AAY,35,20,15,FPS-0502,MYSURU,MYS-Taluk-2,12.262307,76.491712,9000062817,ACTIVE,2022-08-03
BEN-006063,RC2025106062,Rudra Golla,7,AAY,35,20,15,FPS-0368,SHIVAMOGGA,SHI-Taluk-1,13.472693,75.94217,9000063814,ACTIVE,2023-04-08
BEN-006064,RC2023106063,Azaan Sekhon,2,PHH,10,6,4,FPS-0021,TUMAKURU,TUM-Taluk-1,13.726782,76.939082,9000064811,MIGRATED,2023-01-29
BEN-006065,RC2024106064,Nachiket Sharaf,2,PHH,10,6,4,FPS-0166,MANDYA,MAN-Taluk-3,12.464178,76.711071,9000065808,ACTIVE,2023-08-13
BEN-006066,RC2025106065,Rachit Subramanian,2,PHH,10,6,4,FPS-0331,SHIVAMOGGA,SHI-Taluk-4,13.898952,75.592929,9000066805,ACTIVE,2023-07-08
BEN-006067,RC2023106066,Meghana Kadakia,6,AAY,35,21,14,FPS-0509,TUMAKURU,TUM-Taluk-4,13.566442,77.062509,9000067802,ACTIVE,2023-07-15
BEN-006068,RC2024106067,Jalsa Rajan,2,PHH,10,6,4,FPS-0071,TUMAKURU,TUM-Taluk-4,13.618285,76.942928,9000068799,ACTIVE,2024-04-28
BEN-006069,RC2025106068,Neha Chaudry,5,PHH,25,15,10,FPS-0536,HASSAN,HAS-Taluk-3,12.593932,76.19598,9000069796,ACTIVE,2023-07-16
BEN-006070,RC2023106069,Chakrika Verma,6,AAY,35,23,12,FPS-0582,BENGALURU_URBAN,BEN-Taluk-4,12.739898,77.719824,9000070793,MIGRATED,2023-08-14
BEN-006071,RC2024106070,Shravya Behl,4,PHH,20,11,9,FPS-0555,HASSAN,HAS-Taluk-4,13.221088,76.382223,9000071790,ACTIVE,2022-11-13
BEN-006072,RC2025106071,Max Sangha,2,PHH,10,6,4,FPS-0373,HASSAN,HAS-Taluk-4,12.897346,75.979715,9000072787,ACTIVE,2023-02-09
BEN-006073,RC2023106072,Daksha Kalla,2,PHH,10,6,4,FPS-0070,MYSURU,MYS-Taluk-2,12.249035,76.536037,9000073784,ACTIVE,2022-10-06
BEN-006074,RC2024106073,Pranit Jain,4,PHH,20,12,8,FPS-0381,SHIVAMOGGA,SHI-Taluk-4,14.050043,75.577517,9000074781,ACTIVE,2023-12-21
BEN-006075,RC2025106074,Farhan Narain,3,PHH,15,10,5,FPS-0195,MYSURU,MYS-Taluk-4,12.373977,76.29184,9000075778,ACTIVE,2022-09-07
BEN-006076,RC2023106075,Thomas Krishnan,4,PHH,20,13,7,FPS-0475,BENGALURU_URBAN,BEN-Taluk-2,12.976196,77.678746,9000076775,ACTIVE,2022-01-01
BEN-006077,RC2024106076,Chaitanya Guha,3,PHH,15,9,6,FPS-0211,HASSAN,HAS-Taluk-1,12.899168,76.146008,9000077772,ACTIVE,2023-05-23
BEN-006078,RC2025106077,Qabil Venkatesh,1,PHH,5,3,2,FPS-0502,MYSURU,MYS-Taluk-2,12.279065,76.483274,9000078769,ACTIVE,2022-08-31
BEN-006079,RC2023106078,Ronith Patel,3,PHH,15,9,6,FPS-0210,MANDYA,MAN-Taluk-4,12.653386,77.216405,9000079766,ACTIVE,2023-06-15
BEN-006080,RC2024106079,Alexander Barad,2,PHH,10,6,4,FPS-0560,MANDYA,MAN-Taluk-4,12.886638,76.948201,9000080763,ACTIVE,2023-08-18
BEN-006081,RC2025106080,Hemangini Sem,5,PHH,25,14,11,FPS-0401,BENGALURU_URBAN,BEN-Taluk-1,13.160105,77.59883,9000081760,MIGRATED,2023-08-02
BEN-006082,RC2023106081,Pooja Jayaraman,4,PHH,20,12,8,FPS-0574,SHIVAMOGGA,SHI-Taluk-3,13.631836,75.798144,9000082757,ACTIVE,2022-01-26
BEN-006083,RC2024106082,Pallavi Prabhu,3,PHH,15,9,6,FPS-0181,SHIVAMOGGA,SHI-Taluk-4,14.053959,75.384545,9000083754,ACTIVE,2023-09-13
BEN-006084,RC2025106083,Manan Bumb,2,PHH,10,6,4,FPS-0384,TUMAKURU,TUM-Taluk-3,13.603548,76.984381,9000084751,MIGRATED,2023-05-07
BEN-006085,RC2023106084,Oni Muni,4,PHH,20,12,8,FPS-0087,SHIVAMOGGA,SHI-Taluk-4,13.629637,75.486746,9000085748,ACTIVE,2023-11-22
BEN-006086,RC2024106085,Amara Kanda,3,PHH,15,9,6,FPS-0167,HASSAN,HAS-Taluk-1,13.031819,75.92397,9000086745,ACTIVE,2024-03-25
BEN-006087,RC2025106086,Dakshesh Borra,4,PHH,20,12,8,FPS-0151,BENGALURU_URBAN,BEN-Taluk-2,13.16197,77.727837,9000087742,ACTIVE,2023-01-27
BEN-006088,RC2023106087,Hamsini Lall,2,PHH,10,6,4,FPS-0047,MANDYA,MAN-Taluk-1,12.254782,76.477588,9000088739,ACTIVE,2022-12-27
BEN-006089,RC2024106088,Raagini Vohra,2,PHH,10,6,4,FPS-0132,BENGALURU_URBAN,BEN-Taluk-4,12.529418,77.691541,9000089736,ACTIVE,2022-12-06
BEN-006090,RC2025106089,Pavani Kothari,6,AAY,35,20,15,FPS-0002,MYSURU,MYS-Taluk-4,12.152274,76.437358,9000050733,MIGRATED,2022-06-30
BEN-006091,RC2023106090,Reva Kala,6,PHH,30,18,12,FPS-0304,MANDYA,MAN-Taluk-1,12.585501,76.963127,9000051730,ACTIVE,2024-02-20
BEN-006092,RC2024106091,Falan Sawhney,3,PHH,15,8,7,FPS-0225,BENGALURU_URBAN,BEN-Taluk-4,12.893577,77.499063,9000052727,ACTIVE,2023-03-11
BEN-006093,RC2025106092,Garima Murty,5,PHH,25,16,9,FPS-0202,MYSURU,MYS-Taluk-4,12.043687,76.630228,9000053724,MIGRATED,2023-12-24
BEN-006094,RC2023106093,Meghana Sankaran,5,AAY,35,21,14,FPS-0411,HASSAN,HAS-Taluk-2,12.793691,76.347557,9000054721,ACTIVE,2022-03-16
BEN-006095,RC2024106094,Jeet Manne,3,PHH,15,9,6,FPS-0563,BENGALURU_URBAN,BEN-Taluk-3,12.703581,77.651379,9000055718,MIGRATED,2024-02-25
BEN-006096,RC2025106095,Alexander Grover,2,PHH,10,6,4,FPS-0553,TUMAKURU,TUM-Taluk-2,13.369227,76.780161,9000056715,ACTIVE,2023-01-24
BEN-006097,RC2023106096,Panini Grewal,1,PHH,5,3,2,FPS-0543,SHIVAMOGGA,SHI-Taluk-4,13.74815,75.778869,9000057712,ACTIVE,2024-05-13
BEN-006098,RC2024106097,Xalak Puri,6,PHH,30,18,12,FPS-0257,BENGALURU_URBAN,BEN-Taluk-4,12.655027,77.504284,9000058709,ACTIVE,2023-04-24
BEN-006099,RC2025106098,Guneet Chatterjee,1,PHH,5,3,2,FPS-0579,MANDYA,MAN-Taluk-2,12.528871,76.951328,9000059706,MIGRATED,2023-06-22
BEN-006100,RC2023106099,Vrishti Jayaraman,6,PHH,30,19,11,FPS-0327,MYSURU,MYS-Taluk-2,12.059283,76.711103,9000060703,MIGRATED,2022-04-08
BEN-006101,RC2024106100,Aayush Patil,2,PHH,10,6,4,FPS-0060,MANDYA,MAN-Taluk-3,13.027342,77.204592,9000061700,MIGRATED,2023-10-25
BEN-006102,RC2025106101,Yoshita Krishna,3,PHH,15,9,6,FPS-0518,SHIVAMOGGA,SHI-Taluk-4,13.592143,75.654562,9000062697,ACTIVE,2024-04-04
BEN-006103,RC2023106102,Sai Raman,4,PHH,20,13,7,FPS-0517,HASSAN,HAS-Taluk-3,13.133373,75.709343,9000063694,ACTIVE,2022-03-08
BEN-006104,RC2024106103,Barkha Ravel,4,PHH,20,12,8,FPS-0148,HASSAN,HAS-Taluk-1,12.920744,76.027874,9000064691,MIGRATED,2024-03-10
BEN-006105,RC2025106104,Anjali Ganesan,3,PHH,15,8,7,FPS-0404,MANDYA,MAN-Taluk-2,12.664642,76.774155,9000065688,ACTIVE,2024-02-03
BEN-006106,RC2023106105,Balendra Chawla,4,PHH,20,12,8,FPS-0492,HASSAN,HAS-Taluk-2,13.202157,75.724368,9000066685,ACTIVE,2023-03-07
BEN-006107,RC2024106106,Sachi Saini,2,PHH,10,6,4,FPS-0092,HASSAN,HAS-Taluk-4,13.343905,75.741739,9000067682,ACTIVE,2022-03-25
BEN-006108,RC2025106107,Advik Rama,6,AAY,35,19,16,FPS-0204,MANDYA,MAN-Taluk-2,12.609032,76.661289,9000068679,ACTIVE,2023-02-08
BEN-006109,RC2023106108,Advaith Menon,2,PHH,10,6,4,FPS-0292,HASSAN,HAS-Taluk-1,13.120261,75.919841,9000069676,ACTIVE,2023-09-17
BEN-006110,RC2024106109,Laksh Bava,5,PHH,25,16,9,FPS-0058,MYSURU,MYS-Taluk-4,12.599411,76.541979,9000070673,ACTIVE,2022-02-10
BEN-006111,RC2025106110,Harshil Saraf,2,PHH,10,6,4,FPS-0321,TUMAKURU,TUM-Taluk-1,13.467399,76.720607,9000071670,MIGRATED,2022-12-31
BEN-006112,RC2023106111,Vamakshi Keer,3,AAY,35,20,15,FPS-0322,MANDYA,MAN-Taluk-3,12.521561,76.515744,9000072667,MIGRATED,2022-08-01
BEN-006113,RC2024106112,Mohini Tella,3,PHH,15,10,5,FPS-0234,TUMAKURU,TUM-Taluk-4,13.474377,76.878274,9000073664,ACTIVE,2024-01-07
BEN-006114,RC2025106113,Ojasvi Pau,3,PHH,15,9,6,FPS-0535,MANDYA,MAN-Taluk-1,12.863998,77.092501,9000074661,ACTIVE,2023-05-27
BEN-006115,RC2023106114,Jhalak Sarma,1,PHH,5,3,2,FPS-0293,SHIVAMOGGA,SHI-Taluk-4,13.495629,75.861292,9000075658,ACTIVE,2022-07-10
BEN-006116,RC2024106115,Wriddhish Bhattacharyya,3,PHH,15,8,7,FPS-0142,HASSAN,HAS-Taluk-1,13.188887,75.870625,9000076655,ACTIVE,2022-09-04
BEN-006117,RC2025106116,Chanakya Lall,3,PHH,15,8,7,FPS-0512,SHIVAMOGGA,SHI-Taluk-4,13.938694,75.786297,9000077652,MIGRATED,2023-11-17
BEN-006118,RC2023106117,Upasna Tank,7,AAY,35,21,14,FPS-0023,HASSAN,HAS-Taluk-2,12.702829,76.219101,9000078649,ACTIVE,2022-04-27
BEN-006119,RC2024106118,Isaiah Kaur,6,AAY,35,21,14,FPS-0164,MYSURU,MYS-Taluk-4,12.483004,76.763507,9000079646,ACTIVE,2024-04-20
BEN-006120,RC2025106119,Rajeshri Sur,4,PHH,20,11,9,FPS-0003,TUMAKURU,TUM-Taluk-1,13.383262,76.929477,9000080643,MIGRATED,2023-03-15
BEN-006121,RC2023106120,Chatura Krish,2,PHH,10,6,4,FPS-0259,TUMAKURU,TUM-Taluk-3,13.558795,77.17128,9000081640,MIGRATED,2023-09-12
BEN-006122,RC2024106121,Ishani Sule,5,AAY,35,22,13,FPS-0172,MANDYA,MAN-Taluk-1,12.366246,76.519644,9000082637,ACTIVE,2023-05-10
BEN-006123,RC2025106122,Udyati Chakrabarti,2,PHH,10,6,4,FPS-0077,MYSURU,MYS-Taluk-4,11.935893,76.44273,9000083634,ACTIVE,2022-06-30
BEN-006124,RC2023106123,Finn Dhillon,4,PHH,20,12,8,FPS-0560,MANDYA,MAN-Taluk-4,12.928214,76.929496,9000084631,MIGRATED,2022-06-19
BEN-006125,RC2024106124,Kashish Shukla,3,PHH,15,9,6,FPS-0066,MANDYA,MAN-Taluk-4,12.415977,76.604942,9000085628,ACTIVE,2022-04-11
BEN-006126,RC2025106125,Lucky Joshi,4,PHH,20,11,9,FPS-0158,MYSURU,MYS-Taluk-4,12.729697,76.532083,9000086625,ACTIVE,2024-04-29
BEN-006127,RC2023106126,Shaurya Tank,5,PHH,25,15,10,FPS-0079,MANDYA,MAN-Taluk-2,12.480611,76.804181,9000087622,MIGRATED,2023-09-08
BEN-006128,RC2024106127,Sathvik Murthy,6,PHH,30,18,12,FPS-0348,HASSAN,HAS-Taluk-1,12.967553,75.945192,9000088619,ACTIVE,2023-07-12
BEN-006129,RC2025106128,Nathaniel Kale,3,PHH,15,9,6,FPS-0122,MANDYA,MAN-Taluk-2,12.615522,76.657575,9000089616,ACTIVE,2023-06-22
BEN-006130,RC2023106129,Rachita Borra,2,PHH,10,6,4,FPS-0197,MANDYA,MAN-Taluk-1,12.411795,76.557018,9000050613,ACTIVE,2022-03-19
BEN-006131,RC2024106130,Eshana Pillay,2,PHH,10,6,4,FPS-0112,SHIVAMOGGA,SHI-Taluk-4,13.812142,75.570078,9000051610,ACTIVE,2024-04-22
BEN-006132,RC2025106131,Ryan Sabharwal,3,PHH,15,9,6,FPS-0399,SHIVAMOGGA,SHI-Taluk-1,13.658392,75.909732,9000052607,ACTIVE,2023-06-25
BEN-006133,RC2023106132,Nitara Bir,2,PHH,10,6,4,FPS-0498,HASSAN,HAS-Taluk-3,12.739883,76.140848,9000053604,ACTIVE,2024-03-23
BEN-006134,RC2024106133,Raghav Pathak,4,PHH,20,11,9,FPS-0039,MYSURU,MYS-Taluk-2,12.356464,76.739457,9000054601,ACTIVE,2024-05-06
BEN-006135,RC2025106134,Harish Krish,5,PHH,25,16,9,FPS-0486,HASSAN,HAS-Taluk-3,12.737272,76.165121,9000055598,ACTIVE,2024-05-25
BEN-006136,RC2023106135,Nikita Srinivasan,6,PHH,30,17,13,FPS-0550,BENGALURU_URBAN,BEN-Taluk-1,13.109529,77.565977,9000056595,ACTIVE,2024-05-24
BEN-006137,RC2024106136,Ansh Hayre,6,PHH,30,18,12,FPS-0441,MANDYA,MAN-Taluk-1,12.610881,76.385379,9000057592,ACTIVE,2023-10-05
BEN-006138,RC2025106137,Laban Mohanty,4,AAY,35,20,15,FPS-0590,TUMAKURU,TUM-Taluk-2,13.665085,76.96116,9000058589,ACTIVE,2022-05-05
BEN-006139,RC2023106138,Mitesh Kanda,3,PHH,15,10,5,FPS-0048,HASSAN,HAS-Taluk-4,13.038904,76.084549,9000059586,ACTIVE,2024-04-25
BEN-006140,RC2024106139,Pranav Walia,2,PHH,10,6,4,FPS-0124,SHIVAMOGGA,SHI-Taluk-1,13.671668,75.814069,9000060583,ACTIVE,2023-05-08
BEN-006141,RC2025106140,Garima Vaidya,3,PHH,15,10,5,FPS-0150,BENGALURU_URBAN,BEN-Taluk-1,12.941621,77.71802,9000061580,ACTIVE,2023-09-22
BEN-006142,RC2023106141,Nicholas Oza,6,PHH,30,17,13,FPS-0252,MYSURU,MYS-Taluk-4,12.165706,76.674936,9000062577,ACTIVE,2023-02-03
BEN-006143,RC2024106142,Peter Pandya,2,PHH,10,6,4,FPS-0530,HASSAN,HAS-Taluk-1,13.236622,76.409145,9000063574,ACTIVE,2023-06-25
BEN-006144,RC2025106143,Barkha Ramakrishnan,4,PHH,20,12,8,FPS-0032,BENGALURU_URBAN,BEN-Taluk-1,12.563569,77.638307,9000064571,ACTIVE,2023-11-05
BEN-006145,RC2023106144,Max Patla,5,PHH,25,14,11,FPS-0300,BENGALURU_URBAN,BEN-Taluk-3,13.17119,77.646789,9000065568,ACTIVE,2023-09-30
BEN-006146,RC2024106145,Gaurika Singhal,6,PHH,30,18,12,FPS-0380,HASSAN,HAS-Taluk-4,13.505528,76.312246,9000066565,ACTIVE,2024-06-06
